"idEntidad"|"voName"|"orden"|"nombreAtributoVO"|"titulo"|"descripcion"|"tipo"|"customValidations"|"idGrupoClasif"|"largoCaracteres"|"anchoWidget"|"soloLectura"|"obligatorio"|"visible"|"valorDefecto"|"filtro"|"valorFiltroImplicito"|"secOrderBy"|"generated"|"partOfUniqueKey"|"tableName"|"columnName"|"dataType"|"dataLength"|"dataPrecision"|"dataScale"|"nullable"|"columnId"|"lowValue"|"highValue"|"pkConstraintName"|"pkIndexName"|"pkPosition"|"fkConstraintName"|"fkIndexName"|"fkPosition"|"rConstraintName"|"rTableName"|"rColumnName"
"6000"|"Clasif"|"11"|"descripcion"|"Descripción"|"Descripción de la entidad parametrizable"|"texto"||"0"|"256"|"20em"|"false"|"true"|"true"||"false"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"DESCRIPCION"|"VARCHAR2"|"256"|"0"|"0"|"true"|"11"|"Actividades Aux. de Intermediac"|"sdgjlll"|"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6000"|"Clasif"|"12"|"codigoSVF"|"Código Sistema Vaciado Financiero"|"Código Clasificación de sistema de vaciado financiero"|"texto"||"0"|"30"|"15em"|"true"|"false"|"false"||"false"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"CODIGO_CLASIF_SVF"|"VARCHAR2"|"30"|"0"|"0"|"true"|"12"|"0"|"S"|"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6000"|"Clasif"|"13"|"codigoSiebel"|"Código Siebel."|"Código Clasificación de sistema Siebel."|"texto"||"0"|"30"|"15em"|"true"|"false"|"false"||"false"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"CODIGO_CLASIF_SIEBEL"|"VARCHAR2"|"30"|"0"|"0"|"true"|"13"|"0"|"true"|"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6000"|"Clasif"|"14"|"codigoSRP"|"Código Sistema Rating Pyme"|"Código Clasificación de sistema de Rating Pyme"|"texto"||"0"|"30"|"15em"|"true"|"false"|"false"|"1204"|"false"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"CODIGO_CLASIF_SRP"|"VARCHAR2"|"30"|"0"|"0"|"true"|"14"|"1204"|"1204"|"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6000"|"Clasif"|"15"|"estId"|"Estado"|"Estado del registro"|"combo_4300"||"4300"|"6"|"12em"|"true"|"false"|"false"||"false"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"EST_ID"|"NUMBER"|"22"|"6"|"0"|"false"|"15"|"1000"|"6101"|"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6000"|"Clasif"|"16"|"version"|"Versión"|"Versión"|"texto"||"0"|"80"|"12em"|"true"|"false"|"false"||"false"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"VERSION"|"VARCHAR2"|"80"|"0"|"0"|"false"|"16"|||"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6000"|"Clasif"|"17"|"vigente"|"Vigente"|"Indica si el registro es vigente"|"checkbox"||"0"|"10"|"1em"|"true"|"false"|"false"|"true"|"true"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"VIGENTE"|"NUMBER"|"22"|"0"|"0"|"true"|"17"|||"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6001"|"Clasif"|"1"|"idClasif"|"Identif."|"Identificador único de la clasificación	"|"numero"||"0"|"6"|"3em"|"true"|"true"|"false"||"false"||"0"|"true"|"false"|"TA_SEFE_CLASIF"|"CLASIF_ID"|"NUMBER"|"22"|"6"|"0"|"false"|"1"|"1000"|"6101"|"SYS_C0014647"|"SYS_C0014647"|"1"|||"0"|||
"6001"|"Clasif"|"2"|"idEsquema"|"Id. Esquema Clasificación"|"Identificador único de esquema de clasificación"|"numero"||"0"|"6"|"3em"|"true"|"true"|"false"|"0"|"false"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"ESQ_DE_CLASIF_ID"|"NUMBER"|"22"|"6"|"0"|"false"|"2"|"0"|"0"|"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6001"|"Clasif"|"3"|"secuencial"|"Sec."|"Secuencia de visualización"|"secuencia"||"0"|"6"|"1em"|"true"|"true"|"true"||"false"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"SECUENCIAL_DE_CLASIF_EN_ESQ"|"NUMBER"|"22"|"6"|"0"|"true"|"3"|"-1"|"499"|"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6001"|"Clasif"|"4"|"idClasificaionRaiz"|"Id. Nivel Alto Clasificación"|"Identificador único del nivel más alto de la Clasificación"|"numero"||"0"|"6"|"3em"|"false"|"false"|"false"||"false"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"ESQ_DE_CLASIF_RAIZ_ID"|"NUMBER"|"22"|"6"|"0"|"true"|"4"|||"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6001"|"Clasif"|"5"|"idGrupoClasificacion"|"Id. Grupo Clasificación	"|"Identificador único del grupo de Clasificación	"|"numero"||"0"|"6"|"3em"|"false"|"false"|"false"||"false"|"5600"|"0"|"false"|"true"|"TA_SEFE_CLASIF"|"GP_DE_CLASIF_ID"|"NUMBER"|"22"|"6"|"0"|"true"|"5"|"1000"|"6000"|"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6001"|"Clasif"|"6"|"fechaEfectiva"|"Fecha Inicio Validez"|"La fecha en que una instancia de la entidad es válida."|"fecha"||"0"|"10"|"5em"|"true"|"true"|"false"|"sysdate"|"false"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"FECHA_EFECTIVA"|"DATE"|"7"|"0"|"0"|"true"|"6"|||"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6001"|"Clasif"|"7"|"fechaFin"|"Vigente"|"Indica si el registro es vigente"|"vigencia"||"0"|"10"|"1em"|"false"|"false"|"false"||"false"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"FECHA_FIN"|"DATE"|"7"|"0"|"0"|"true"|"7"|||"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6001"|"Clasif"|"8"|"codigo"|"Id Clasificación"|"Identificador en tabla de clasificaciones"|"texto"||"0"|"10"|"5em"|"false"|"false"|"false"||"false"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"CODIGO"|"VARCHAR2"|"10"|"0"|"0"|"true"|"8"|"0"|"prueba"|"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6001"|"Clasif"|"9"|"nombreCorto"|"Nombre VO"|"Nombre de VO"|"texto"||"0"|"18"|"9em"|"false"|"false"|"false"||"false"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"NOMBRE_CORTO"|"VARCHAR2"|"18"|"0"|"0"|"true"|"9"|"CLP"|"prueba"|"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6001"|"Clasif"|"10"|"nombre"|"Nombre"|"Glosa que aparecerá en listas de selección tipos de operación"|"texto"|"unicidad"|"0"|"32"|"16em"|"false"|"true"|"true"||"false"||"0"|"false"|"true"|"TA_SEFE_CLASIF"|"NOMBRE"|"VARCHAR2"|"32"|"0"|"0"|"true"|"10"|"Actividades Aux. de Intermediac"|"sufio"|"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6001"|"Clasif"|"11"|"descripcion"|"Glosa"|"Glosa que aparecerá en listas de selección tipos de operación"|"texto"||"0"|"256"|"20em"|"false"|"false"|"false"||"false"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"DESCRIPCION"|"VARCHAR2"|"256"|"0"|"0"|"true"|"11"|"Actividades Aux. de Intermediac"|"sdgjlll"|"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6001"|"Clasif"|"12"|"codigoSVF"|"Código Sistema Vaciado Financiero"|"Código Clasificación de sistema de vaciado financiero"|"texto"||"0"|"30"|"15em"|"true"|"false"|"false"||"false"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"CODIGO_CLASIF_SVF"|"VARCHAR2"|"30"|"0"|"0"|"true"|"12"|"0"|"S"|"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6001"|"Clasif"|"13"|"codigoSiebel"|"Código Siebel."|"Código Clasificación de sistema Siebel."|"texto"||"0"|"30"|"15em"|"true"|"false"|"false"||"false"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"CODIGO_CLASIF_SIEBEL"|"VARCHAR2"|"30"|"0"|"0"|"true"|"13"|"0"|"true"|"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6001"|"Clasif"|"14"|"codigoSRP"|"Código Sistema Rating Pyme"|"Código Clasificación de sistema de Rating Pyme"|"texto"||"0"|"30"|"15em"|"true"|"false"|"false"|"1204"|"false"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"CODIGO_CLASIF_SRP"|"VARCHAR2"|"30"|"0"|"0"|"true"|"14"|"1204"|"1204"|"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6001"|"Clasif"|"15"|"estId"|"Estado"|"Estado del registro"|"combo_4300"||"4300"|"6"|"12em"|"true"|"false"|"false"||"false"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"EST_ID"|"NUMBER"|"22"|"6"|"0"|"false"|"15"|"1000"|"6101"|"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6001"|"Clasif"|"16"|"version"|"Versión"|"Versión"|"texto"||"0"|"80"|"12em"|"true"|"false"|"false"||"false"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"VERSION"|"VARCHAR2"|"80"|"0"|"0"|"false"|"16"|||"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6001"|"Clasif"|"17"|"vigente"|"Vigente"|"Indica si el registro es vigente"|"checkbox"||"0"|"10"|"1em"|"true"|"false"|"false"|"true"|"true"||"0"|"false"|"false"|"TA_SEFE_CLASIF"|"VIGENTE"|"NUMBER"|"22"|"0"|"0"|"true"|"17"|||"SYS_C0014647"|"SYS_C0014647"|"0"|||"0"|||
"6002"|"Ctas"|"1"|"posicion"|"Sec."|"Secuencia de visualización de la cuenta dentro de las cuentas del mismo tipo."|"secuencia"||"0"|"6"|"1em"|"true"|"true"|"true"||"false"||"3"|"false"|"false"|"VI_SEFE_CTAS"|"POSICION"|"NUMBER"|"22"|"6"|"0"|"true"|"26"|||||||||||
"6002"|"Ctas"|"2"|"ctaId"|"Id."|"Identificador único"|"numero"||"0"|"15"|"3em"|"true"|"true"|"true"||"false"||"4"|"true"|"false"|"VI_SEFE_CTAS"|"CTA_ID"|"NUMBER"|"22"|"15"|"0"|"false"|"1"|||||"1"||||||
"6002"|"Ctas"|"3"|"nvl"|"Nivel"|"Nivel de la cuenta dentro de la jerarquía"|"numero"|">= 1"|"0"|"2"|"1em"|"false"|"true"|"true"|"1"|"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"NVL"|"NUMBER"|"22"|"2"|"0"|"true"|"17"|||||||||||
"6002"|"Ctas"|"4"|"codigoCta"|"Código"|"Código (debe ser único dentro de un mismo plan de cuentas)"|"texto"|"unicidad"|"0"|"10"|"5em"|"false"|"true"|"true"||"false"||"0"|"false"|"true"|"VI_SEFE_CTAS"|"CODIGO_CTA"|"VARCHAR2"|"10"|"0"|"0"|"true"|"2"|||||||||||
"6002"|"Ctas"|"5"|"nombreIndentado"|"Nombre"|"Nombre (con sangría según nivel)"|"texto"||"0"|"80"|"20em"|"true"|"false"|"true"||"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"NOMBRE_INDENTADO"|"VARCHAR2"|"80"|"0"|"0"|"true"|"4"|||||||||||
"6002"|"Ctas"|"6"|"nombre"|"Nombre Corto"|"Nombre Corto"|"texto"||"0"|"80"|"20em"|"false"|"true"|"false"||"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"NOMBRE"|"VARCHAR2"|"80"|"0"|"0"|"true"|"4"|||||||||||
"6002"|"Ctas"|"7"|"descripcion"|"Nombre"|"Nombre"|"texto"|"unicidad 'tpoId' 'codigoCtaPadre'"|"0"|"250"|"20em"|"false"|"true"|"true"||"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"DESCRIPCION"|"VARCHAR2"|"250"|"0"|"0"|"true"|"5"|||||||||||
"6002"|"Ctas"|"8"|"titulo"|"Título"|"Título"|"texto"||"0"|"32"|"16em"|"true"|"true"|"false"||"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"TITULO"|"VARCHAR2"|"32"|"0"|"0"|"true"|"6"|||||||||||
"6002"|"Ctas"|"9"|"nombrePlanDeCtasId"|"Plan de Cuentas"|"Plan de Cuentas"|"combo_2000"||"2000"|"6"|"12em"|"false"|"true"|"false"||"true"||"0"|"false"|"true"|"VI_SEFE_CTAS"|"NOMBRE_PLAN_DE_CTAS_ID"|"NUMBER"|"22"|"6"|"0"|"true"|"20"|||||||||||
"6002"|"Ctas"|"10"|"tpoId"|"Tipo de Cuenta"|"Tipo de cuenta"|"combo_e_{""idEntidad"":""6058"",""paramId"":""tpoId"",""value"":""descripcion""}"||"0"|"6"|"12em"|"false"|"true"|"false"||"true"||"2"|"false"|"false"|"VI_SEFE_CTAS"|"TPO_CTA_ID"|"NUMBER"|"22"|"6"|"0"|"true"|"8"|||||||||||
"6002"|"Ctas"|"11"|"tipoPadreId"|"Supertipo de Cuenta"|"Supertipo de cuenta"|"combo_e_{""idEntidad"":""6058"",""paramId"":""tpoId"",""value"":""descripcion""}"||"0"|"6"|"12em"|"true"|"false"|"false"||"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"TPO_CTA_PADRE_ID"|"NUMBER"|"22"|"6"|"0"|"true"|"9"|||||||||||
"6002"|"Ctas"|"12"|"tipoRaizId"|"Tipo de Cuenta Raíz"|"Tipo de cuenta raíz"|"combo_e_{""idEntidad"":""6058"",""paramId"":""tpoId"",""value"":""descripcion""}"||"0"|"22"|"12em"|"true"|"false"|"false"|"1000"|"false"|"1000"|"0"|"false"|"false"|"VI_SEFE_CTAS"|"TPO_CTA_RAIZ_ID"|"NUMBER"|"22"|"0"|"0"|"true"|"10"|||||||||||
"6002"|"Ctas"|"13"|"tpoIndcId"|"Tipo de Indicador"|"Tipo de indicador"|"combo_e_{""idEntidad"":""6058"",""paramId"":""tpoId"",""value"":""descripcion""}"||"0"|"6"|"12em"|"true"|"false"|"false"||"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"TPO_INDC_ID"|"NUMBER"|"22"|"6"|"0"|"true"|"11"|||||||||||
"6002"|"Ctas"|"14"|"tpoIndcPadreId"|"Supertipo de Indicador"|"Supertipo de indicador"|"combo_e_{""idEntidad"":""6058"",""paramId"":""tpoId"",""value"":""descripcion""}combo_e_{""idEntidad"":""6058"",""paramId"":""tpoId"",""value"":""nombre""}"||"0"|"6"|"12em"|"true"|"false"|"false"||"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"TPO_INDC_PADRE_ID"|"NUMBER"|"22"|"6"|"0"|"true"|"12"|||||||||||
"6002"|"Ctas"|"15"|"tpoIndcRaizId"|"Tipo de Indicador Raíz"|"Tipo de indicador raíz"|"combo_e_{""idEntidad"":""6058"",""paramId"":""tpoId"",""value"":""descripcion""}"||"0"|"22"|"12em"|"true"|"false"|"false"||"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"TPO_INDC_RAIZ_ID"|"NUMBER"|"22"|"0"|"0"|"true"|"13"|||||||||||
"6002"|"Ctas"|"16"|"signo"|"Signo"|"Signo"|"texto"||"0"|"1"|"3em"|"true"|"false"|"false"|"+"|"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"SIGNO"|"VARCHAR2"|"1"|"0"|"0"|"true"|"14"|||||||||||
"6002"|"Ctas"|"17"|"undDeMedId"|"Unidad de Medida"|"Unidad de Medida"|"combo_3500"||"3500"|"6"|"12em"|"true"|"false"|"false"||"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"UND_DE_MED_ID"|"NUMBER"|"22"|"6"|"0"|"true"|"15"|||||||||||
"6002"|"Ctas"|"18"|"fmlaCta"|"Fórmula"|"Fórmula"|"texto"||"0"|"512"|"20em"|"false"|"false"|"true"||"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"FMLA_CTA"|"VARCHAR2"|"512"|"0"|"0"|"true"|"16"|||||||||||
"6002"|"Ctas"|"19"|"calculadoF"|"Calculado"|"Indica si el valor es calculado mediante una fórmula"|"checkbox"||"0"|"1"|"3em"|"true"|"false"|"false"|"false"|"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"CALCULADO_F"|"NUMBER"|"22"|"1"|"0"|"true"|"7"|||||||||||
"6002"|"Ctas"|"20"|"fmlaRatio"|"Fórmula Razón"|"Fórmula para obtener la razón (porcentaje) a asignar a esta cuenta dentro de su grupo"|"texto"||"0"|"64"|"4em"|"false"|"false"|"true"||"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"FMLA_RATIO"|"VARCHAR2"|"64"|"0"|"0"|"true"|"18"|||||||||||
"6002"|"Ctas"|"21"|"codigoCtaPadre"|"Cuenta Madre"|"Cuenta correspondiente al nivel inmediato superior en la jerarquía de cuentas"|"combo_e_{""idEntidad"":""6002"",""paramId"":""codigoCta"",""value"":""nombre""}"||"0"|"10"|"12em"|"false"|"false"|"false"||"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"CODIGO_CTA_PADRE"|"VARCHAR2"|"10"|"0"|"0"|"true"|"3"|||||||||||
"6002"|"Ctas"|"22"|"tpoPlanId"|"Plan de Cuentas"|"Plan de Cuentas"|"combo_1100"||"1100"|"6"|"12em"|"true"|"false"|"false"||"false"||"1"|"false"|"false"|"VI_SEFE_CTAS"|"TPO_PLAN_ID"|"NUMBER"|"22"|"6"|"0"|"true"|"19"|||||||||||
"6002"|"Ctas"|"23"|"alertaId"|"Alerta"|"Alerta asociada"|"numero"||"0"|"6"|"3em"|"true"|"false"|"false"||"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"ALERTA_ID"|"NUMBER"|"22"|"6"|"0"|"true"|"21"|||||||||||
"6002"|"Ctas"|"24"|"flagDet"|"Aperturable"|"Indica si la cuenta es aperturable. Es decir, si permite ingreso de detalle de cuenta."|"checkbox"||"0"|"1"|"3em"|"false"|"false"|"false"|"false"|"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"FLAG_DET"|"NUMBER"|"22"|"1"|"0"|"true"|"22"|||||||||||
"6002"|"Ctas"|"25"|"flagDetCorreccionMonetaria"|"Corrección Monetaria"|"Indica si es una cuenta de corrección monetaria"|"checkbox"||"0"|"1"|"3em"|"true"|"false"|"false"||"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"FLAG_DET_CORRECCION_MONETARIA"|"NUMBER"|"22"|"1"|"0"|"true"|"23"|||||||||||
"6002"|"Ctas"|"26"|"flagFlujoCaja"|"Flujo Caja"|"Indica si es una cuenta de flujo de caja"|"checkbox"||"0"|"1"|"3em"|"true"|"false"|"false"||"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"FLAG_FLUJO_CAJA"|"NUMBER"|"22"|"1"|"0"|"true"|"24"|||||||||||
"6002"|"Ctas"|"27"|"flagSgm"|"Sgm"|"Indica si la cuenta es sgm (???)"|"checkbox"||"0"|"1"|"3em"|"true"|"false"|"false"||"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"FLAG_SGM"|"NUMBER"|"22"|"1"|"0"|"true"|"25"|||||||||||
"6002"|"Ctas"|"28"|"visualizarF"|"Visualizable"|"Indica si la cuenta se debe visualizar"|"checkbox"||"0"|"1"|"3em"|"true"|"true"|"false"|"true"|"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"VISUALIZAR_F"|"NUMBER"|"22"|"1"|"0"|"true"|"27"|||||||||||
"6002"|"Ctas"|"29"|"mapeoXBRL"|"Mapeo XBRL"|"Mapeo desde cuentas XBRL"|"texto"||"0"|"4000"|"20em"|"false"|"false"|"true"||"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"MAPEO_XBRL"|"VARCHAR2"|"4000"|"0"|"0"|"true"|"28"|||||||||||
"6002"|"Ctas"|"30"|"mapeoCargaMasiva"|"Mapeo Carga Masiva"|"Mapeo desde cuentas de carga masiva"|"texto"||"0"|"4000"|"20em"|"false"|"false"|"true"||"false"||"0"|"false"|"false"|"VI_SEFE_CTAS"|"MAPEO_CARGA_MASIVA"|"VARCHAR2"|"4000"|"0"|"0"|"true"|"29"|||||||||||
"6003"|"CompIndcsPlan"|"1"|"ctaId"|"Componente"|"Identificador único de componente"|"combo_e_{""idEntidad"":""6014"",""paramId"":""ctaId"",""value"":""descripcion""}"||"0"|"15"|"5em"|"false"|"true"|"false"||"true"||"1"|"false"|"true"|"VI_SEFE_COMP_INDCS_PLAN"|"CTA_ID"|"NUMBER"|"22"|"15"|"0"|"false"|"1"|||||"2"||||||
"6003"|"CompIndcsPlan"|"2"|"codigoCta"|"Código"|"Código de componente"|"texto"||"0"|"10"|"5em"|"true"|"false"|"false"||"false"||"0"|"false"|"false"|"VI_SEFE_COMP_INDCS_PLAN"|"CODIGO_CTA"|"VARCHAR2"|"10"|"0"|"0"|"true"|"2"|||||||||||
"6003"|"CompIndcsPlan"|"3"|"tpoPlanId"|"Tipo Plan de Cuentas"|"Tipo de plan de cuentas."|"combo_1100"||"1100"|"6"|"3em"|"false"|"false"|"false"||"false"||"0"|"false"|"false"|"VI_SEFE_COMP_INDCS_PLAN"|"TPO_PLAN_ID"|"NUMBER"|"22"|"6"|"0"|"true"|"3"|||||"3"||||||
"6003"|"CompIndcsPlan"|"4"|"nombrePlanDeCtasId"|"Plan de Cuentas"|"Plan de Cuentas"|"combo_2000"|"unicidad"|"2000"|"6"|"10em"|"false"|"true"|"true"||"false"||"2"|"false"|"true"|"VI_SEFE_COMP_INDCS_PLAN"|"NOMBRE_PLAN_DE_CTAS_ID"|"NUMBER"|"22"|"6"|"0"|"true"|"4"|||||"4"||||||
"6003"|"CompIndcsPlan"|"5"|"tpoCtaId"|"Tipo de Componente"|"Tipo de componente"|"combo_1000"||"1000"|"6"|"3em"|"true"|"true"|"false"|"1046"|"false"|"1046"|"0"|"false"|"false"|"VI_SEFE_COMP_INDCS_PLAN"|"TPO_CTA_ID"|"NUMBER"|"22"|"6"|"0"|"true"|"5"|||||"1"||||||
"6003"|"CompIndcsPlan"|"6"|"fmlaCta"|"Fórmula"|"Fórmula"|"texto"||"0"|"512"|"30em"|"false"|"true"|"true"||"false"||"0"|"false"|"false"|"VI_SEFE_COMP_INDCS_PLAN"|"FMLA_CTA"|"VARCHAR2"|"512"|"0"|"0"|"true"|"6"|||||||||||
"6003"|"CompIndcsPlan"|"7"|"flagDet"|"Aperturable por Det. Cta."|"Indica si el componente se puede abrir en detalle de cuentas."|"checkbox"||"0"|"1"|"5em"|"false"|"true"|"true"||"false"||"0"|"false"|"false"|"VI_SEFE_COMP_INDCS_PLAN"|"FLAG_DET"|"NUMBER"|"22"|"1"|"0"|"true"|"7"|||||||||||
